conflict_id;location;side_a;side_a_id;side_a_2nd;side_b;side_b_id;side_b_2nd;incompatibility;territory_name;year;intensity_level;cumulative_intensity;type_of_conflict;start_date;start_prec;start_date2;start_prec2;ep_end;ep_end_date;ep_end_prec;gwno_a;gwno_a_2nd;gwno_b;gwno_b_2nd;gwno_loc;region;version
222;Myanmar (Burma);Government of Myanmar (Burma);144;;ABSDF;185;;2;;1990;1;1;3;29/02/1948;4;31/12/1990;5;0;;;775;;;;775;3;21/01/2022
222;Myanmar (Burma);Government of Myanmar (Burma);144;;ABSDF;185;;2;;1991;1;1;3;29/02/1948;4;31/12/1990;5;0;;;775;;;;775;3;21/01/2022
222;Myanmar (Burma);Government of Myanmar (Burma);144;;ABSDF;185;;2;;1992;1;1;3;29/02/1948;4;31/12/1990;5;1;31/12/1992;;775;;;;775;3;21/01/2022
222;Myanmar (Burma);Government of Myanmar (Burma);144;;ABSDF;185;;2;;1994;1;1;3;29/02/1948;4;31/12/1994;5;1;31/12/1994;;775;;;;775;3;21/01/2022
222;Myanmar (Burma);Government of Myanmar (Burma);144;;PSLF;5965;;2;;2013;1;1;3;29/02/1948;4;15/11/2013;1;0;;;775;;;;775;3;21/01/2022
222;Myanmar (Burma);Government of Myanmar (Burma);144;;PSLF;5965;;2;;2014;1;1;3;29/02/1948;4;15/11/2013;1;0;;;775;;;;775;3;21/01/2022
222;Myanmar (Burma);Government of Myanmar (Burma);144;;PSLF;5965;;2;;2015;1;1;3;29/02/1948;4;15/11/2013;1;1;13/11/2015;;775;;;;775;3;21/01/2022
222;Myanmar (Burma);Government of Myanmar (Burma);144;;PSLF;5965;;2;;2017;1;1;3;29/02/1948;4;29/04/2017;1;0;;;775;;;;775;3;21/01/2022
222;Myanmar (Burma);Government of Myanmar (Burma);144;;PSLF;5965;;2;;2018;1;1;3;29/02/1948;4;29/04/2017;1;0;;;775;;;;775;3;21/01/2022
222;Myanmar (Burma);Government of Myanmar (Burma);144;;PSLF;5965;;2;;2019;1;1;3;29/02/1948;4;29/04/2017;1;1;20/12/2019;;775;;;;775;3;21/01/2022
223;Myanmar (Burma);Government of Myanmar (Burma);144;;APLP, Mujahid Party;1050, 1065;;1;Arakan;1948;1;0;3;31/01/1948;4;31/01/1948;4;0;;;775;;;;775;3;21/01/2022
223;Myanmar (Burma);Government of Myanmar (Burma);144;;APLP, Mujahid Party;1050, 1065;;1;Arakan;1949;1;0;3;31/01/1948;4;31/01/1948;4;0;;;775;;;;775;3;21/01/2022
223;Myanmar (Burma);Government of Myanmar (Burma);144;;APLP, Mujahid Party;1050, 1065;;1;Arakan;1950;1;0;3;31/01/1948;4;31/01/1948;4;0;;;775;;;;775;3;21/01/2022
223;Myanmar (Burma);Government of Myanmar (Burma);144;;APLP, Mujahid Party;1050, 1065;;1;Arakan;1951;1;0;3;31/01/1948;4;31/01/1948;4;0;;;775;;;;775;3;21/01/2022
223;Myanmar (Burma);Government of Myanmar (Burma);144;;APLP, Mujahid Party;1050, 1065;;1;Arakan;1952;1;0;3;31/01/1948;4;31/01/1948;4;0;;;775;;;;775;3;21/01/2022
223;Myanmar (Burma);Government of Myanmar (Burma);144;;APLP, Mujahid Party;1050, 1065;;1;Arakan;1953;1;0;3;31/01/1948;4;31/01/1948;4;0;;;775;;;;775;3;21/01/2022
223;Myanmar (Burma);Government of Myanmar (Burma);144;;APLP, Mujahid Party;1050, 1065;;1;Arakan;1954;1;0;3;31/01/1948;4;31/01/1948;4;0;;;775;;;;775;3;21/01/2022
223;Myanmar (Burma);Government of Myanmar (Burma);144;;APLP, Mujahid Party;1050, 1065;;1;Arakan;1955;1;0;3;31/01/1948;4;31/01/1948;4;0;;;775;;;;775;3;21/01/2022
223;Myanmar (Burma);Government of Myanmar (Burma);144;;APLP, Mujahid Party;1050, 1065;;1;Arakan;1956;1;0;3;31/01/1948;4;31/01/1948;4;0;;;775;;;;775;3;21/01/2022
223;Myanmar (Burma);Government of Myanmar (Burma);144;;APLP, Mujahid Party;1050, 1065;;1;Arakan;1957;1;0;3;31/01/1948;4;31/01/1948;4;0;;;775;;;;775;3;21/01/2022
223;Myanmar (Burma);Government of Myanmar (Burma);144;;Mujahid Party;1065;;1;Arakan;1958;1;0;3;31/01/1948;4;31/01/1948;4;0;;;775;;;;775;3;21/01/2022
223;Myanmar (Burma);Government of Myanmar (Burma);144;;Mujahid Party;1065;;1;Arakan;1959;1;0;3;31/01/1948;4;31/01/1948;4;0;;;775;;;;775;3;21/01/2022
223;Myanmar (Burma);Government of Myanmar (Burma);144;;Mujahid Party;1065;;1;Arakan;1960;1;0;3;31/01/1948;4;31/01/1948;4;0;;;775;;;;775;3;21/01/2022
223;Myanmar (Burma);Government of Myanmar (Burma);144;;Mujahid Party;1065;;1;Arakan;1961;1;0;3;31/01/1948;4;31/01/1948;4;1;15/11/1961;;775;;;;775;3;21/01/2022
223;Myanmar (Burma);Government of Myanmar (Burma);144;;ANLP, CPA;1049, 1052;;1;Arakan;1964;1;0;3;31/01/1948;4;31/12/1964;5;0;;;775;;;;775;3;21/01/2022
223;Myanmar (Burma);Government of Myanmar (Burma);144;;ANLP, CPA;1049, 1052;;1;Arakan;1965;1;0;3;31/01/1948;4;31/12/1964;5;0;;;775;;;;775;3;21/01/2022
223;Myanmar (Burma);Government of Myanmar (Burma);144;;ANLP, CPA;1049, 1052;;1;Arakan;1966;1;0;3;31/01/1948;4;31/12/1964;5;0;;;775;;;;775;3;21/01/2022
223;Myanmar (Burma);Government of Myanmar (Burma);144;;ANLP, CPA;1049, 1052;;1;Arakan;1967;1;0;3;31/01/1948;4;31/12/1964;5;0;;;775;;;;775;3;21/01/2022
223;Myanmar (Burma);Government of Myanmar (Burma);144;;ANLP, CPA;1049, 1052;;1;Arakan;1968;1;0;3;31/01/1948;4;31/12/1964;5;0;;;775;;;;775;3;21/01/2022
223;Myanmar (Burma);Government of Myanmar (Burma);144;;ANLP, CPA;1049, 1052;;1;Arakan;1969;1;0;3;31/01/1948;4;31/12/1964;5;0;;;775;;;;775;3;21/01/2022
223;Myanmar (Burma);Government of Myanmar (Burma);144;;ANLP, CPA;1049, 1052;;1;Arakan;1970;1;0;3;31/01/1948;4;31/12/1964;5;0;;;775;;;;775;3;21/01/2022
223;Myanmar (Burma);Government of Myanmar (Burma);144;;ANLP, CPA;1049, 1052;;1;Arakan;1971;1;1;3;31/01/1948;4;31/12/1964;5;0;;;775;;;;775;3;21/01/2022
223;Myanmar (Burma);Government of Myanmar (Burma);144;;ANLP, CPA;1049, 1052;;1;Arakan;1972;1;1;3;31/01/1948;4;31/12/1964;5;0;;;775;;;;775;3;21/01/2022
223;Myanmar (Burma);Government of Myanmar (Burma);144;;CPA, RPF;1052, 1068;;1;Arakan;1973;1;1;3;31/01/1948;4;31/12/1964;5;0;;;775;;;;775;3;21/01/2022
223;Myanmar (Burma);Government of Myanmar (Burma);144;;RPF;1068;;1;Arakan;1974;1;1;3;31/01/1948;4;31/12/1964;5;0;;;775;;;;775;3;21/01/2022
223;Myanmar (Burma);Government of Myanmar (Burma);144;;RPF;1068;;1;Arakan;1975;1;1;3;31/01/1948;4;31/12/1964;5;0;;;775;;;;775;3;21/01/2022
223;Myanmar (Burma);Government of Myanmar (Burma);144;;RPF;1068;;1;Arakan;1976;1;1;3;31/01/1948;4;31/12/1964;5;0;;;775;;;;775;3;21/01/2022
223;Myanmar (Burma);Government of Myanmar (Burma);144;;ALP, RPF;1048, 1068;;1;Arakan;1977;1;1;3;31/01/1948;4;31/12/1964;5;0;;;775;;;;775;3;21/01/2022
223;Myanmar (Burma);Government of Myanmar (Burma);144;;RPF;1068;;1;Arakan;1978;1;1;3;31/01/1948;4;31/12/1964;5;1;31/12/1978;;775;;;;775;3;21/01/2022
223;Myanmar (Burma);Government of Myanmar (Burma);144;;RSO;187;;1;Arakan;1991;1;1;3;31/01/1948;4;29/12/1991;3;1;29/12/1991;;775;;;;775;3;21/01/2022
223;Myanmar (Burma);Government of Myanmar (Burma);144;;RSO;187;;1;Arakan;1994;1;1;3;31/01/1948;4;15/05/1994;5;1;23/06/1994;;775;;;;775;3;21/01/2022
223;Myanmar (Burma);Government of Myanmar (Burma);144;;ARSA;6692;;1;Arakan;2016;1;1;3;31/01/1948;4;11/10/2016;1;0;;;775;;;;775;3;21/01/2022
223;Myanmar (Burma);Government of Myanmar (Burma);144;;ARSA;6692;;1;Arakan;2017;1;1;3;31/01/1948;4;11/10/2016;1;0;;;775;;;;775;3;21/01/2022
223;Myanmar (Burma);Government of Myanmar (Burma);144;;ULA;3051;;1;Arakan;2018;1;1;3;31/01/1948;4;11/10/2016;1;0;;;775;;;;775;3;21/01/2022
223;Myanmar (Burma);Government of Myanmar (Burma);144;;ULA;3051;;1;Arakan;2019;1;1;3;31/01/1948;4;11/10/2016;1;0;;;775;;;;775;3;21/01/2022
223;Myanmar (Burma);Government of Myanmar (Burma);144;;ULA;3051;;1;Arakan;2020;1;1;3;31/01/1948;4;11/10/2016;1;0;;;775;;;;775;3;21/01/2022
224;Myanmar (Burma);Government of Myanmar (Burma);144;;MFL-MUF;188;;1;Mon;1949;1;0;3;31/12/1948;3;28/02/1949;3;0;;;775;;;;775;3;21/01/2022
224;Myanmar (Burma);Government of Myanmar (Burma);144;;MFL-MUF;188;;1;Mon;1950;1;0;3;31/12/1948;3;28/02/1949;3;0;;;775;;;;775;3;21/01/2022
224;Myanmar (Burma);Government of Myanmar (Burma);144;;MFL-MUF;188;;1;Mon;1951;1;0;3;31/12/1948;3;28/02/1949;3;0;;;775;;;;775;3;21/01/2022
224;Myanmar (Burma);Government of Myanmar (Burma);144;;MPF;189;;1;Mon;1952;1;0;3;31/12/1948;3;28/02/1949;3;0;;;775;;;;775;3;21/01/2022
224;Myanmar (Burma);Government of Myanmar (Burma);144;;MPF;189;;1;Mon;1953;1;0;3;31/12/1948;3;28/02/1949;3;0;;;775;;;;775;3;21/01/2022
224;Myanmar (Burma);Government of Myanmar (Burma);144;;MPF;189;;1;Mon;1954;1;0;3;31/12/1948;3;28/02/1949;3;0;;;775;;;;775;3;21/01/2022
224;Myanmar (Burma);Government of Myanmar (Burma);144;;MPF;189;;1;Mon;1955;1;0;3;31/12/1948;3;28/02/1949;3;0;;;775;;;;775;3;21/01/2022
224;Myanmar (Burma);Government of Myanmar (Burma);144;;MPF;189;;1;Mon;1956;1;0;3;31/12/1948;3;28/02/1949;3;0;;;775;;;;775;3;21/01/2022
224;Myanmar (Burma);Government of Myanmar (Burma);144;;MPF;189;;1;Mon;1957;1;0;3;31/12/1948;3;28/02/1949;3;0;;;775;;;;775;3;21/01/2022
224;Myanmar (Burma);Government of Myanmar (Burma);144;;MPF;189;;1;Mon;1958;1;0;3;31/12/1948;3;28/02/1949;3;0;;;775;;;;775;3;21/01/2022
224;Myanmar (Burma);Government of Myanmar (Burma);144;;NMSP;190;;1;Mon;1959;1;0;3;31/12/1948;3;28/02/1949;3;0;;;775;;;;775;3;21/01/2022
224;Myanmar (Burma);Government of Myanmar (Burma);144;;NMSP;190;;1;Mon;1960;1;0;3;31/12/1948;3;28/02/1949;3;0;;;775;;;;775;3;21/01/2022
224;Myanmar (Burma);Government of Myanmar (Burma);144;;NMSP;190;;1;Mon;1961;1;0;3;31/12/1948;3;28/02/1949;3;0;;;775;;;;775;3;21/01/2022
224;Myanmar (Burma);Government of Myanmar (Burma);144;;NMSP;190;;1;Mon;1962;1;0;3;31/12/1948;3;28/02/1949;3;0;;;775;;;;775;3;21/01/2022
224;Myanmar (Burma);Government of Myanmar (Burma);144;;NMSP;190;;1;Mon;1963;1;0;3;31/12/1948;3;28/02/1949;3;1;31/12/1963;;775;;;;775;3;21/01/2022
224;Myanmar (Burma);Government of Myanmar (Burma);144;;NMSP;190;;1;Mon;1990;1;0;3;31/12/1948;3;13/02/1990;3;1;22/03/1990;;775;;;;775;3;21/01/2022
224;Myanmar (Burma);Government of Myanmar (Burma);144;;BMA;191;;1;Mon;1996;1;0;3;31/12/1948;3;23/12/1996;5;1;23/12/1996;;775;;;;775;3;21/01/2022
225;Costa Rica;Government of Costa Rica;15;;National Liberation Army;725;;2;;1948;2;1;3;03/03/1948;2;03/03/1948;2;1;20/04/1948;;94;;;;94;5;21/01/2022
226;Hyderabad, India;Government of Hyderabad;2;;Government of India;141;;1;Hyderabad;1948;2;1;2;13/09/1948;2;13/09/1948;2;1;18/09/1948;;751;;750;;750, 751;3;21/01/2022
227;India;Government of India;141;;CPI;178;;2;;1948;2;1;3;01/05/1948;1;18/09/1948;2;0;;;750;;;;750;3;21/01/2022
227;India;Government of India;141;;CPI;178;;2;;1949;2;1;3;01/05/1948;1;18/09/1948;2;0;;;750;;;;750;3;21/01/2022
227;India;Government of India;141;;CPI;178;;2;;1950;2;1;3;01/05/1948;1;18/09/1948;2;0;;;750;;;;750;3;21/01/2022
227;India;Government of India;141;;CPI;178;;2;;1951;2;1;3;01/05/1948;1;18/09/1948;2;1;31/12/1951;;750;;;;750;3;21/01/2022
227;India;Government of India;141;;CPI-ML;192;;2;;1969;1;1;3;01/05/1948;1;31/12/1969;5;0;;;750;;;;750;3;21/01/2022
227;India;Government of India;141;;CPI-ML;192;;2;;1970;1;1;3;01/05/1948;1;31/12/1969;5;0;;;750;;;;750;3;21/01/2022
227;India;Government of India;141;;CPI-ML;192;;2;;1971;1;1;3;01/05/1948;1;31/12/1969;5;1;31/12/1971;;750;;;;750;3;21/01/2022
227;India;Government of India;141;;PWG;193;;2;;1991;1;1;3;01/05/1948;1;16/07/1991;1;0;;;750;;;;750;3;21/01/2022
227;India;Government of India;141;;PWG;193;;2;;1992;1;1;3;01/05/1948;1;16/07/1991;1;0;;;750;;;;750;3;21/01/2022
227;India;Government of India;141;;PWG;193;;2;;1993;1;1;3;01/05/1948;1;16/07/1991;1;0;;;750;;;;750;3;21/01/2022
227;India;Government of India;141;;PWG;193;;2;;1994;1;1;3;01/05/1948;1;16/07/1991;1;1;02/12/1994;;750;;;;750;3;21/01/2022
227;India;Government of India;141;;PWG;193;;2;;1996;1;1;3;01/05/1948;1;03/04/1996;1;0;;;750;;;;750;3;21/01/2022
227;India;Government of India;141;;PWG;193;;2;;1997;1;1;3;01/05/1948;1;03/04/1996;1;0;;;750;;;;750;3;21/01/2022
227;India;Government of India;141;;PWG;193;;2;;1998;1;1;3;01/05/1948;1;03/04/1996;1;0;;;750;;;;750;3;21/01/2022
227;India;Government of India;141;;MCC, PWG;194, 193;;2;;1999;1;1;3;01/05/1948;1;03/04/1996;1;0;;;750;;;;750;3;21/01/2022
227;India;Government of India;141;;CPI-ML-J, MCC, PWG;3946, 194, 193;;2;;2000;1;1;3;01/05/1948;1;03/04/1996;1;0;;;750;;;;750;3;21/01/2022
227;India;Government of India;141;;MCC, PWG;194, 193;;2;;2001;1;1;3;01/05/1948;1;03/04/1996;1;0;;;750;;;;750;3;21/01/2022
227;India;Government of India;141;;MCC, PWG;194, 193;;2;;2002;1;1;3;01/05/1948;1;03/04/1996;1;0;;;750;;;;750;3;21/01/2022
227;India;Government of India;141;;MCC, PWG;194, 193;;2;;2003;1;1;3;01/05/1948;1;03/04/1996;1;0;;;750;;;;750;3;21/01/2022
227;India;Government of India;141;;MCC, PWG;194, 193;;2;;2004;1;1;3;01/05/1948;1;03/04/1996;1;0;;;750;;;;750;3;21/01/2022
227;India;Government of India;141;;CPI-Maoist;195;;2;;2005;1;1;3;01/05/1948;1;03/04/1996;1;0;;;750;;;;750;3;21/01/2022
227;India;Government of India;141;;CPI-Maoist;195;;2;;2006;1;1;3;01/05/1948;1;03/04/1996;1;0;;;750;;;;750;3;21/01/2022
227;India;Government of India;141;;CPI-Maoist;195;;2;;2007;1;1;3;01/05/1948;1;03/04/1996;1;0;;;750;;;;750;3;21/01/2022
227;India;Government of India;141;;CPI-Maoist;195;;2;;2008;1;1;3;01/05/1948;1;03/04/1996;1;0;;;750;;;;750;3;21/01/2022
227;India;Government of India;141;;CPI-Maoist;195;;2;;2009;1;1;3;01/05/1948;1;03/04/1996;1;0;;;750;;;;750;3;21/01/2022
227;India;Government of India;141;;CPI-Maoist;195;;2;;2010;1;1;3;01/05/1948;1;03/04/1996;1;0;;;750;;;;750;3;21/01/2022
227;India;Government of India;141;;CPI-Maoist;195;;2;;2011;1;1;3;01/05/1948;1;03/04/1996;1;0;;;750;;;;750;3;21/01/2022
227;India;Government of India;141;;CPI-Maoist;195;;2;;2012;1;1;3;01/05/1948;1;03/04/1996;1;0;;;750;;;;750;3;21/01/2022
227;India;Government of India;141;;CPI-Maoist;195;;2;;2013;1;1;3;01/05/1948;1;03/04/1996;1;0;;;750;;;;750;3;21/01/2022
227;India;Government of India;141;;CPI-Maoist;195;;2;;2014;1;1;3;01/05/1948;1;03/04/1996;1;0;;;750;;;;750;3;21/01/2022
227;India;Government of India;141;;CPI-Maoist;195;;2;;2015;1;1;3;01/05/1948;1;03/04/1996;1;0;;;750;;;;750;3;21/01/2022
227;India;Government of India;141;;CPI-Maoist;195;;2;;2016;1;1;3;01/05/1948;1;03/04/1996;1;0;;;750;;;;750;3;21/01/2022
227;India;Government of India;141;;CPI-Maoist;195;;2;;2017;1;1;3;01/05/1948;1;03/04/1996;1;0;;;750;;;;750;3;21/01/2022
227;India;Government of India;141;;CPI-Maoist;195;;2;;2018;1;1;3;01/05/1948;1;03/04/1996;1;0;;;750;;;;750;3;21/01/2022
227;India;Government of India;141;;CPI-Maoist;195;;2;;2019;1;1;3;01/05/1948;1;03/04/1996;1;0;;;750;;;;750;3;21/01/2022
227;India;Government of India;141;;CPI-Maoist;195;;2;;2020;1;1;3;01/05/1948;1;03/04/1996;1;0;;;750;;;;750;3;21/01/2022
228;Egypt, Iraq, Israel, Jordan, Lebanon, Syria;Government of Egypt, Government of Iraq, Government of Jordan, Government of Lebanon, Government of Syria;;;Government of Israel;121;;1;Palestine;1948;2;1;2;15/04/1948;1;15/04/1948;1;0;;;;;666;;645, 651, 652, 660, 663, 666;2;21/01/2022
228;Egypt, Iraq, Israel, Jordan, Lebanon, Syria;Government of Egypt, Government of Iraq, Government of Jordan, Government of Lebanon, Government of Syria;;;Government of Israel;121;;1;Palestine;1949;1;1;2;15/04/1948;1;15/04/1948;1;1;07/01/1949;;;;666;;645, 651, 652, 660, 663, 666;2;21/01/2022
229;Malaysia;Government of United Kingdom;28;;CPM;196;;1;Malaya;1948;1;0;1;19/06/1948;1;19/06/1948;1;0;;;200;;;;820;3;21/01/2022
229;Malaysia;Government of United Kingdom;28;Government of New Zealand;CPM;196;;1;Malaya;1949;1;1;1;19/06/1948;1;19/06/1948;1;0;;;200;920;;;820;3;21/01/2022
229;Malaysia;Government of United Kingdom;28;Government of Australia, Government of New Zealand;CPM;196;;1;Malaya;1950;2;1;1;19/06/1948;1;19/06/1948;1;0;;;200;900, 920;;;820;3;21/01/2022
229;Malaysia;Government of United Kingdom;28;Government of Australia, Government of New Zealand;CPM;196;;1;Malaya;1951;2;1;1;19/06/1948;1;19/06/1948;1;0;;;200;900, 920;;;820;3;21/01/2022
229;Malaysia;Government of United Kingdom;28;Government of Australia, Government of New Zealand;CPM;196;;1;Malaya;1952;2;1;1;19/06/1948;1;19/06/1948;1;0;;;200;900, 920;;;820;3;21/01/2022
229;Malaysia;Government of United Kingdom;28;Government of Australia, Government of New Zealand;CPM;196;;1;Malaya;1953;2;1;1;19/06/1948;1;19/06/1948;1;0;;;200;900, 920;;;820;3;21/01/2022
229;Malaysia;Government of United Kingdom;28;Government of Australia, Government of New Zealand;CPM;196;;1;Malaya;1954;1;1;1;19/06/1948;1;19/06/1948;1;0;;;200;900, 920;;;820;3;21/01/2022
229;Malaysia;Government of United Kingdom;28;Government of Australia, Government of New Zealand;CPM;196;;1;Malaya;1955;1;1;1;19/06/1948;1;19/06/1948;1;0;;;200;900, 920;;;820;3;21/01/2022
229;Malaysia;Government of United Kingdom;28;Government of Australia, Government of New Zealand;CPM;196;;1;Malaya;1956;1;1;1;19/06/1948;1;19/06/1948;1;0;;;200;900, 920;;;820;3;21/01/2022
229;Malaysia;Government of United Kingdom;28;Government of Australia, Government of New Zealand;CPM;196;;1;Malaya;1957;1;1;1;19/06/1948;1;19/06/1948;1;1;31/08/1957;;200;900, 920;;;820;3;21/01/2022
230;Yemen (North Yemen);Government of Yemen (North Yemen);123;;Opposition coalition;197;;2;;1948;2;1;3;15/03/1948;4;15/03/1948;4;1;15/03/1948;;678;;;;678;2;21/01/2022
230;Yemen (North Yemen);Government of Yemen (North Yemen);123;Government of Egypt;Royalists;198;;2;;1962;2;1;4;15/03/1948;4;31/10/1962;3;0;;;678;651;;;678;2;21/01/2022
230;Yemen (North Yemen);Government of Yemen (North Yemen);123;Government of Egypt;Royalists;198;;2;;1963;2;1;4;15/03/1948;4;31/10/1962;3;0;;;678;651;;;678;2;21/01/2022
230;Yemen (North Yemen);Government of Yemen (North Yemen);123;Government of Egypt;Royalists;198;;2;;1964;2;1;4;15/03/1948;4;31/10/1962;3;0;;;678;651;;;678;2;21/01/2022
230;Yemen (North Yemen);Government of Yemen (North Yemen);123;Government of Egypt;Royalists;198;;2;;1965;1;1;4;15/03/1948;4;31/10/1962;3;0;;;678;651;;;678;2;21/01/2022
230;Yemen (North Yemen);Government of Yemen (North Yemen);123;Government of Egypt;Royalists;198;;2;;1966;2;1;4;15/03/1948;4;31/10/1962;3;0;;;678;651;;;678;2;21/01/2022
230;Yemen (North Yemen);Government of Yemen (North Yemen);123;Government of Egypt;Royalists;198;;2;;1967;2;1;4;15/03/1948;4;31/10/1962;3;0;;;678;651;;;678;2;21/01/2022
230;Yemen (North Yemen);Government of Yemen (North Yemen);123;Government of Egypt;Royalists;198;;2;;1968;1;1;4;15/03/1948;4;31/10/1962;3;0;;;678;651;;;678;2;21/01/2022
230;Yemen (North Yemen);Government of Yemen (North Yemen);123;Government of Egypt;Royalists;198;;2;;1969;1;1;4;15/03/1948;4;31/10/1962;3;0;;;678;651;;;678;2;21/01/2022
230;Yemen (North Yemen);Government of Yemen (North Yemen);123;Government of Egypt;Royalists;198;;2;;1970;1;1;4;15/03/1948;4;31/10/1962;3;1;23/05/1970;;678;651;;;678;2;21/01/2022
230;Yemen (North Yemen);Government of Yemen (North Yemen);123;;NDF;199;;2;;1979;1;1;3;15/03/1948;4;31/03/1979;4;0;;;678;;;;678;2;21/01/2022
230;Yemen (North Yemen);Government of Yemen (North Yemen);123;;NDF;199;;2;;1980;1;1;3;15/03/1948;4;31/03/1979;4;0;;;678;;;;678;2;21/01/2022
230;Yemen (North Yemen);Government of Yemen (North Yemen);123;;NDF;199;;2;;1981;1;1;3;15/03/1948;4;31/03/1979;4;0;;;678;;;;678;2;21/01/2022
230;Yemen (North Yemen);Government of Yemen (North Yemen);123;;NDF;199;;2;;1982;1;1;3;15/03/1948;4;31/03/1979;4;1;31/05/1982;;678;;;;678;2;21/01/2022
230;Yemen (North Yemen);Government of Yemen (North Yemen);123;Government of United States of America;AQAP;881;;2;;2009;1;1;4;15/03/1948;4;17/12/2009;1;0;;;678;2;;;678;2;21/01/2022
230;Yemen (North Yemen);Government of Yemen (North Yemen);123;Government of United States of America;AQAP;881;;2;;2010;1;1;4;15/03/1948;4;17/12/2009;1;0;;;678;2;;;678;2;21/01/2022
230;Yemen (North Yemen);Government of Yemen (North Yemen);123;Government of United States of America;AQAP;881;;2;;2011;2;1;4;15/03/1948;4;17/12/2009;1;0;;;678;2;;;678;2;21/01/2022
230;Yemen (North Yemen);Government of Yemen (North Yemen);123;Government of United States of America;AQAP;881;;2;;2012;2;1;4;15/03/1948;4;17/12/2009;1;0;;;678;2;;;678;2;21/01/2022
230;Yemen (North Yemen);Government of Yemen (North Yemen);123;Government of United States of America;AQAP;881;;2;;2013;1;1;4;15/03/1948;4;17/12/2009;1;0;;;678;2;;;678;2;21/01/2022
230;Yemen (North Yemen);Government of Yemen (North Yemen);123;Government of United States of America;Ansarallah, AQAP;1091, 881;;2;;2014;2;1;4;15/03/1948;4;17/12/2009;1;0;;;678;2;;;678;2;21/01/2022
230;Yemen (North Yemen);Government of Yemen (North Yemen);123;;Ansarallah, AQAP, Forces of Hadi;1091, 881, 6254;Government of Bahrain, Government of Egypt, Government of Eritrea, Government of Jordan, Government of Kuwait, Government of Morocco, Government of Qatar, Government of Saudi Arabia, Government of Sudan, Government of United Arab Emirates;2;;2015;2;1;4;15/03/1948;4;17/12/2009;1;0;;;678;;;692, 651, 531, 663, 690, 600, 694, 670, 625, 696;678;2;21/01/2022
230;Yemen (North Yemen);Government of Yemen (North Yemen);123;;AQAP, Forces of Hadi;881, 6254;Government of Bahrain, Government of Egypt, Government of Eritrea, Government of Jordan, Government of Kuwait, Government of Morocco, Government of Qatar, Government of Saudi Arabia, Government of Sudan, Government of United Arab Emirates;2;;2016;2;1;4;15/03/1948;4;17/12/2009;1;0;;;678;;;692, 651, 531, 663, 690, 600, 694, 670, 625, 696;678;2;21/01/2022
230;Yemen (North Yemen);Government of Yemen (North Yemen);123;;AQAP, Forces of Hadi;881, 6254;Government of Bahrain, Government of Egypt, Government of Eritrea, Government of Jordan, Government of Morocco, Government of Qatar, Government of Saudi Arabia, Government of Sudan, Government of United Arab Emirates;2;;2017;2;1;4;15/03/1948;4;17/12/2009;1;0;;;678;;;692, 651, 531, 663, 600, 694, 670, 625, 696;678;2;21/01/2022
230;Yemen (North Yemen);Government of Yemen (North Yemen);123;;AQAP, Forces of Hadi;881, 6254;Government of Bahrain, Government of Eritrea, Government of Morocco, Government of Saudi Arabia, Government of Sudan, Government of United Arab Emirates;2;;2018;2;1;4;15/03/1948;4;17/12/2009;1;0;;;678;;;692, 531, 600, 670, 625, 696;678;2;21/01/2022
230;Yemen (North Yemen);Government of Yemen (North Yemen);123;;Forces of Hadi;6254;Government of Bahrain, Government of Saudi Arabia, Government of Sudan, Government of United Arab Emirates;2;;2019;2;1;4;15/03/1948;4;17/12/2009;1;0;;;678;;;692, 670, 625, 696;678;2;21/01/2022
230;Yemen (North Yemen);Government of Yemen (North Yemen);123;;Forces of Hadi;6254;Government of Bahrain, Government of Saudi Arabia, Government of Sudan, Government of United Arab Emirates;2;;2020;2;1;4;15/03/1948;4;17/12/2009;1;0;;;678;;;692, 670, 625, 696;678;2;21/01/2022
231;Myanmar (Burma);Government of Myanmar (Burma);144;;PNDF;200;;1;Kachin;1949;1;0;3;31/12/1949;6;31/12/1949;6;0;;;775;;;;775;3;21/01/2022
231;Myanmar (Burma);Government of Myanmar (Burma);144;;PNDF;200;;1;Kachin;1950;1;1;3;31/12/1949;6;31/12/1949;6;1;05/05/1950;;775;;;;775;3;21/01/2022
231;Myanmar (Burma);Government of Myanmar (Burma);144;;KIO;201;;1;Kachin;1961;2;1;3;31/12/1949;6;28/02/1961;4;0;;;775;;;;775;3;21/01/2022
231;Myanmar (Burma);Government of Myanmar (Burma);144;;KIO;201;;1;Kachin;1962;2;1;3;31/12/1949;6;28/02/1961;4;0;;;775;;;;775;3;21/01/2022
231;Myanmar (Burma);Government of Myanmar (Burma);144;;KIO;201;;1;Kachin;1963;2;1;3;31/12/1949;6;28/02/1961;4;0;;;775;;;;775;3;21/01/2022
231;Myanmar (Burma);Government of Myanmar (Burma);144;;KIO;201;;1;Kachin;1964;2;1;3;31/12/1949;6;28/02/1961;4;0;;;775;;;;775;3;21/01/2022
231;Myanmar (Burma);Government of Myanmar (Burma);144;;KIO;201;;1;Kachin;1965;2;1;3;31/12/1949;6;28/02/1961;4;0;;;775;;;;775;3;21/01/2022
231;Myanmar (Burma);Government of Myanmar (Burma);144;;KIO;201;;1;Kachin;1966;2;1;3;31/12/1949;6;28/02/1961;4;0;;;775;;;;775;3;21/01/2022
